,Reaction,Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15
0,PRO_PROTON_vc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Ca_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,H2O_xc,5.448559832470406,8.967590256310352,9.540411959482991,9.595096137468444,9.623916179203393,9.626764047306407,9.6259328612323,9.620919732971112,9.615800447721998,9.61624011902486,9.615236582271082,9.599705503115981,9.579468270494669,9.514180818876069,6.549248894568884
3,sCIT_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ACETYLGLUTKIN_RXN_p,0.000410041882557397,0.0005774359404814679,0.0004970101292776872,0.00047596563295474836,0.0004709551991501167,0.0004589881734018787,0.00046678469194972737,0.00047006675722211536,0.0004748880695014869,0.00046497024388204736,0.0004658544321293464,0.0004736242207523579,0.00048293237637640583,0.0005047952808216672,0.00048777637387514383
5,2KG_OAA_mc,0.030645770533764712,0.014091064304479569,0.0,0.0450752359025014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03362544613597503
6,LEUCINE_TRNA_LIGASE_RXN_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,DIAMINOPIMDECARB_RXN_p,0.0021721139730868197,0.003058850128445472,0.0026328106776082145,0.0025213317129225265,0.002494789952908479,0.002431397053412058,0.0024726975341383,0.0024900836114102177,0.002515623538469193,0.002463085862238094,0.002467769670983909,0.0025089285555804416,0.002558236627737629,0.0026740509442115487,0.0025838967037540533
8,ASPARTATE_TRNA_LIGASE_RXN_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,F16ALDOLASE_RXN_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,RXN_7978_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Photon_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2_METHYL_ACETO_ACETYL_COA_xc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,F16ALDOLASE_RXN_c,-1.6688269973300984,-2.3387735117426205,-2.0668336334236352,-2.031563092350736,-2.0616527553247885,-2.000108398784421,-2.0433654924548312,-2.051275546620729,-2.0682909480353926,-2.0115975824344785,-2.0129724012991246,-2.0272028197083967,-2.044090232370772,-2.085964010644592,-1.9738926911318733
14,RXN_9532_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,RXN_5642_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
