,Reaction,Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12
0,PRO_PROTON_vc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Ca_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,H2O_xc,3.865781173908039,6.822204893058312,7.746437040777872,7.926896137767869,7.975855523215048,7.572651779550687,6.7396204596445655,7.5688507608838576,7.877744109299463,6.420692468661003,3.973026708738043,1.8703170738767252
3,sCIT_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ACETYLGLUTKIN_RXN_p,0.00047970652301007713,0.0007737767351798079,0.0007407398054352256,0.0007009655578032285,0.0006861191963622714,0.0007620551122519218,0.0007698850889843543,0.0007623097790664222,0.0007139726749023509,0.0007518828347493942,0.0004933228154931594,0.00022073153082724858
5,2KG_OAA_mc,0.03801254189983207,0.047802777430035116,0.0,0.0,0.0,0.04637045108893601,0.042871488608714516,0.048745346152835316,0.0,0.04323806954252713,0.03887935573436015,0.01897756645359404
6,LEUCINE_TRNA_LIGASE_RXN_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,DIAMINOPIMDECARB_RXN_p,0.002541148321740723,0.004098925817897324,0.003923919361569377,0.0037132233262127867,0.0036345777275437656,0.004036832890016521,0.004078310608470315,0.004038181935837468,0.0037821258993560774,0.003982947306409666,0.002613277878339953,0.0011692806585112971
8,ASPARTATE_TRNA_LIGASE_RXN_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,F16ALDOLASE_RXN_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,RXN_7978_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Photon_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2_METHYL_ACETO_ACETYL_COA_xc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,F16ALDOLASE_RXN_c,-1.9319048881976968,-3.0866635296485128,-2.9729206504947947,-2.8262661925818438,-2.7715542414646315,-3.051164276698412,-3.0697652628380734,-3.0529097807963868,-2.8741435738230967,-3.0000119160341017,-1.9857221625153163,-0.9238103386828956
14,RXN_9532_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,RXN_5642_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,L_ASCORBATE_PEROXIDASE_RXN_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,L_ASCORBATE_PEROXIDASE_RXN_m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,SER_PROTON_vc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
