,Reaction,Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14
0,vc,7.804271,15.52106,25.99042,26.34365,26.3899,26.43166,26.49448,26.5484,26.52001,26.47316,26.3827,26.26413,22.48705,7.763802
1,vo,2.832195,5.632644,9.432007,9.560196,9.576981,9.592133,9.614932,9.634499,9.624197,9.607195,9.574369,9.531338,8.160623,2.817509
2,v2,19.85433,39.48345,66.11858,67.01786,67.13552,67.24172,67.40151,67.53867,67.46645,67.34729,67.1172,66.81557,57.2026,19.75139
3,v3,19.85433,39.48345,66.11858,67.01786,67.13552,67.24172,67.40151,67.53867,67.46645,67.34729,67.1172,66.81557,57.2026,19.75139
4,v5,3.589777,7.213248,12.88483,13.14549,13.16849,13.18914,13.21932,13.24689,13.23282,13.20966,13.16493,13.10304,10.66722,3.570968
5,v6,3.589777,7.213248,12.88483,13.14549,13.16849,13.18915,13.21932,13.24689,13.23282,13.20966,13.16493,13.10304,10.66722,3.570968
6,v7,3.545489,7.051236,11.80748,11.96795,11.98896,12.00793,12.03647,12.06097,12.04807,12.02679,11.98569,11.93182,10.21589,3.527104
7,v8,3.545489,7.051236,11.80748,11.96795,11.98896,12.00793,12.03647,12.06097,12.04807,12.02679,11.98569,11.93182,10.21589,3.527104
8,v9,3.545489,7.051236,11.80748,11.96795,11.98896,12.00775,12.03647,12.06097,12.04807,12.02679,11.98569,11.93182,10.21589,3.527104
9,v10,3.545489,7.051236,11.80748,11.96795,11.98896,12.00793,12.03647,12.06097,12.04807,12.02679,11.98569,11.93182,10.21589,3.527104
10,v13,10.63647,21.15371,35.42243,35.90385,35.96689,36.02379,36.10941,36.1829,36.14421,36.08036,35.95707,35.79547,30.64767,10.58131
11,v23,0.05946722,0.1770918,1.089455,1.189543,1.191561,1.193287,1.194977,1.198086,1.196894,1.194978,1.191267,1.183158,0.4654423,0.05904213
12,v24,0.05946722,0.1770918,1.089455,1.189543,1.191561,1.193287,1.194977,1.198086,1.196894,1.194978,1.191267,1.183158,0.4654423,0.05904213
13,v25,0.0151795,0.01507973,0.01210169,0.01199784,0.01203529,0.0120693,0.01212427,0.01216504,0.01214265,0.01210399,0.0120295,0.01194602,0.0141158,0.0151782
14,v112,2.832195,5.632644,9.432007,9.560196,9.576981,9.592133,9.614932,9.634499,9.624197,9.607195,9.574369,9.531338,8.160623,2.817509
15,v113,1.416098,2.816322,4.716004,4.780098,4.788491,4.796067,4.807466,4.81725,4.812098,4.803598,4.787184,4.765669,4.080311,1.408754
16,v121,2.832195,5.632644,9.432007,9.560196,9.576981,9.592133,9.614932,9.634499,9.624197,9.607195,9.574369,9.531338,8.160623,2.817509
17,v122,1.416098,2.816322,4.716004,4.780098,4.788491,4.796067,4.807466,4.81725,4.812098,4.803598,4.787184,4.765669,4.080311,1.408754
18,v123,1.416098,2.816322,4.716004,4.780098,4.788491,4.796067,4.807466,4.81725,4.812098,4.803598,4.787184,4.765669,4.080311,1.408754
19,v124,1.416098,2.816322,4.716004,4.780098,4.788491,4.796067,4.807466,4.81725,4.812098,4.803598,4.787184,4.765669,4.080311,1.408754
20,v131,1.416098,2.816322,4.716004,4.780098,4.788491,4.796067,4.807466,4.81725,4.812098,4.803598,4.787184,4.765669,4.080311,1.408754
21,vlin,1.416098,2.816322,4.716004,4.780098,4.788491,4.796067,4.807466,4.81725,4.812098,4.803598,4.787184,4.765669,4.080311,1.408754
22,v2out,2.832195,5.632644,9.432007,9.560196,9.576981,9.592133,9.614932,9.634499,9.624197,9.607195,9.574369,9.531338,8.160623,2.817509
23,v51,1.019158,1.951623,2.46325,2.411514,2.415828,2.419818,2.426726,2.430999,2.428305,2.423807,2.415136,2.407012,2.610246,1.014071
24,v52,1.019158,1.951623,2.46325,2.411514,2.415828,2.419818,2.426726,2.430999,2.428305,2.423807,2.415136,2.407012,2.610246,1.014071
25,v55,0.5095789,0.9758113,1.231625,1.205757,1.207914,1.209909,1.213363,1.215499,1.214152,1.211903,1.207568,1.203507,1.305123,0.5070355
26,v56,0.5095788,0.9758113,1.231625,1.205757,1.207914,1.209909,1.213363,1.215499,1.214152,1.211904,1.207568,1.203506,1.305123,0.5070355
27,v57,0.5095788,0.9758113,1.231625,1.205757,1.207914,1.209909,1.213363,1.215499,1.214152,1.211904,1.207568,1.203506,1.305123,0.5070355
28,v58,0.07423171,0.06768937,0.06497898,0.06523092,0.06520973,0.06519017,0.06515637,0.06513549,0.06514865,0.06517062,0.06521312,0.06525306,0.06428794,0.07427489
29,v59,0.07423171,0.06768938,0.06497898,0.06523092,0.06520973,0.06519017,0.06515635,0.06513549,0.06514864,0.06517063,0.06521313,0.06525306,0.06428794,0.07427489
30,v60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,v62,0.5095788,0.9758113,1.231625,1.205757,1.207914,1.209909,1.213363,1.215499,1.214152,1.211904,1.207568,1.203506,1.305123,0.5070355
32,vdhap_in,22.9752,20.43917,19.38165,19.48399,19.47543,19.46752,19.45382,19.44536,19.4507,19.45961,19.4768,19.49293,19.09438,22.99333
33,vgap_in,22.9752,20.43917,19.38165,19.48399,19.47543,19.46752,19.45382,19.44536,19.4507,19.45961,19.4768,19.49293,19.09438,22.99333
34,vpga_in,22.9752,20.43917,19.38165,19.48399,19.47543,19.46752,19.45382,19.44536,19.4507,19.45961,19.4768,19.49293,19.09438,22.99333
35,vpga_use,0.002500867,0.00764482,0.0102647,0.009733037,0.009764911,0.009794599,0.009847573,0.009878072,0.009857968,0.009821557,0.009759766,0.009704637,0.01243487,0.002479509
36,Vbf1,55.58078,111.4265,188.6773,190.9983,191.1741,191.3072,192.0886,191.6203,191.5748,191.4361,191.1422,190.637,162.1886,55.30257
37,Vbf2,55.58078,111.4265,188.6773,190.9983,191.1741,191.3071,192.0886,191.6203,191.5748,191.4361,191.1422,190.637,162.1886,55.30257
38,Vbf3,55.58078,111.4265,188.6773,190.9983,191.1741,191.3071,192.0886,191.6203,191.5748,191.4361,191.1422,190.637,162.1886,55.30257
39,Vbf4,55.58078,111.4265,188.6773,190.9983,191.1741,191.3071,192.0886,191.6203,191.5748,191.4361,191.1422,190.637,162.1886,55.30257
40,Vbf5,21.36134,42.41545,71.00459,72.02686,72.17052,72.30178,72.84952,72.68767,72.59046,72.43929,72.1472,71.78357,61.4076,21.26239
