,Reaction,Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14
0,PRO_PROTON_vc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Ca_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,H2O_xc,2.873069634685504,5.676593270098348,9.442906919167244,9.560636937673515,9.577364071800302,9.592792001771782,9.616142146165528,9.635484817921869,9.624756660049927,9.607922224051288,9.571660687409738,9.531398114917547,8.200196946747067,2.8647721647030187
3,sCIT_biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ACETYLGLUTKIN_RXN_p,0.00020759132862408609,0.0004266824753532623,0.0005232702082155581,0.0004907655815725084,0.00048398205033838633,0.00047699955704776347,0.00046446345860877316,0.00045379551909807355,0.00046083498750473914,0.0004694439869877244,0.0004848281471788833,0.0005004712706403002,0.0005757633303013934,0.00020695882424555067
5,2KG_OAA_mc,0.017277624587302916,0.03145729949299102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028887569425368676,0.01723085819429042
6,LEUCINE_TRNA_LIGASE_RXN_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,DIAMINOPIMDECARB_RXN_p,0.0010996730939504247,0.002260264149435097,0.002771918136691873,0.002599731448720556,0.002563797062838505,0.002526808716868261,0.0024604012698555434,0.002403890017639328,0.0024411801777678662,0.002486784612261113,0.002568279090870024,0.002651145374224032,0.003049989815510985,0.0010963225298806667
8,ASPARTATE_TRNA_LIGASE_RXN_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,F16ALDOLASE_RXN_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.167093831002019e-16,0.0,0.0
10,RXN_7978_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Photon_tx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2_METHYL_ACETO_ACETYL_COA_xc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,F16ALDOLASE_RXN_c,-0.8760774451702308,-1.7337488057015458,-2.1436805599173376,-2.0580728418442518,-2.046028556168378,-2.033435616823596,-2.010197063700346,-1.990441253910048,-2.0037175949441752,-2.019545948870051,-2.0472606489866814,-2.0761383688104367,-2.3235318555451165,-0.8737823284807481
14,RXN_9532_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,RXN_5642_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,L_ASCORBATE_PEROXIDASE_RXN_p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,L_ASCORBATE_PEROXIDASE_RXN_m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,SER_PROTON_vc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,PYRUVATE_PROTON_mc,-0.3416623981207927,-0.4537755272572893,-0.6148506648245344,-0.7459820028621237,-0.7943021988780581,-0.8435382389554632,-0.9301495999589636,-1.0036143704264353,-0.9560139575541236,-0.8961718279501546,-0.7865466718778436,-0.6783588488411653,-0.5544605147707338,-0.3407926082827163
20,NADH_DEHYDROG_A_RXN_mi,0.9887401586431591,1.2911290692551178,1.802601961075694,2.214375438540851,2.363311510586449,2.5147432625667556,2.780774474992388,3.006602422519902,2.860037637601448,2.6762457293952786,2.34108891044654,2.0080288987894024,1.5749979216493748,0.9882648704335568
