,Reaction,Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12
0,vc,11.18243,20.3506,24.38823,25.83508,26.09191,25.64749,24.20026,25.67448,25.93978,22.21391,13.86626,6.641726
1,vo,4.05814,7.385298,8.850567,9.375633,9.468839,9.307557,8.782354,9.317353,9.413631,8.0615,5.032111,2.410304
2,v2,28.44755,51.76787,62.03984,65.72296,66.37707,65.24525,61.56151,65.314,65.98962,56.50777,35.27429,16.89699
3,v3,28.44755,51.76787,62.03984,65.72296,66.37707,65.24525,61.56151,65.314,65.98962,56.50777,35.27429,16.89699
4,v5,5.165579,9.564791,11.74659,12.75519,12.97104,12.60476,11.63169,12.62643,12.84155,10.52338,6.427928,3.049901
5,v6,5.165579,9.564791,11.74659,12.75519,12.97104,12.60476,11.63169,12.62643,12.84155,10.52338,6.427928,3.049901
6,v7,5.08019,9.245299,11.0796,11.7369,11.85358,11.65168,10.99421,11.66395,11.78447,10.0918,6.299462,3.017343
7,v8,5.08019,9.245299,11.0796,11.7369,11.85358,11.65168,10.99421,11.66395,11.78446,10.0918,6.299458,3.017343
8,v9,5.08019,9.245299,11.0796,11.7369,11.85358,11.65168,10.99421,11.66395,11.78446,10.0918,6.299458,3.017343
9,v10,5.08019,9.245299,11.0796,11.7369,11.85358,11.65168,10.99421,11.66395,11.78446,10.0918,6.299458,3.017343
10,v13,15.24057,27.7359,33.2388,35.21071,35.56075,34.95505,32.98262,34.99184,35.35339,30.27539,18.89838,9.052029
11,v23,0.1006033,0.334073,0.6803175,1.030533,1.129471,0.9655079,0.6509232,0.9748853,1.069236,0.4457597,0.1436153,0.04769017
12,v24,0.1006033,0.334073,0.6803175,1.030533,1.129471,0.9655079,0.6509232,0.9748853,1.069237,0.44576,0.1436152,0.04769017
13,v25,0.01521393,0.01458124,0.01333035,0.01224862,0.01201282,0.01242545,0.01343823,0.0123986,0.01215002,0.0141708,0.01515565,0.0151325
14,v112,4.05814,7.385298,8.850567,9.375633,9.468839,9.307557,8.782354,9.317353,9.413631,8.061501,5.032111,2.410304
15,v113,2.02907,3.692649,4.425284,4.687816,4.734419,4.653779,4.391177,4.658677,4.706819,4.030757,2.516051,1.205152
16,v121,4.05814,7.385298,8.850567,9.375633,9.468839,9.307557,8.782354,9.317353,9.413631,8.061501,5.032111,2.410304
17,v122,2.02907,3.692649,4.425284,4.687816,4.734419,4.653779,4.391177,4.658677,4.706819,4.030757,2.516051,1.205152
18,v123,2.02907,3.692649,4.425284,4.687816,4.734419,4.653779,4.391177,4.658677,4.706819,4.030757,2.516051,1.205152
19,v124,2.02907,3.692649,4.425284,4.687817,4.734419,4.653778,4.391177,4.658676,4.706812,4.030744,2.51606,1.205152
20,v131,2.02907,3.692649,4.425284,4.687817,4.734419,4.653778,4.391177,4.658677,4.706816,4.030752,2.516055,1.205152
21,vlin,2.02907,3.692649,4.425284,4.687816,4.734419,4.653779,4.391177,4.658677,4.706819,4.030757,2.516051,1.205152
22,v2out,4.05814,7.385298,8.850567,9.375633,9.468839,9.307557,8.782354,9.317353,9.413631,8.061501,5.032111,2.410304
23,v51,1.437914,2.451197,2.653936,2.500934,2.437121,2.54034,2.657754,2.534649,2.476563,2.592826,1.760014,0.8725793
24,v52,1.437914,2.451197,2.653936,2.500934,2.437121,2.54034,2.657754,2.534649,2.476564,2.592824,1.760014,0.8725793
25,v55,0.7189554,1.225599,1.326967,1.250479,1.21856,1.27017,1.328875,1.267322,1.238396,1.296537,0.8800195,0.4362897
26,v56,0.7189568,1.225599,1.326968,1.250467,1.21856,1.27017,1.328877,1.267325,1.23828,1.296411,0.8800088,0.4362896
27,v57,0.7189568,1.225599,1.326968,1.250467,1.21856,1.27017,1.328877,1.267325,1.23828,1.296411,0.8800086,0.4362896
28,v58,0.07098597,0.06503726,0.06408942,0.0647983,0.06510563,0.0646121,0.06407219,0.06463887,0.06491606,0.06436768,0.06884599,0.0755167
29,v59,0.07098597,0.06503726,0.06408941,0.06479841,0.06510564,0.06461207,0.06407221,0.0646388,0.0649148,0.06436832,0.06884254,0.07551666
30,v60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,v62,0.7189568,1.225599,1.326968,1.250467,1.21856,1.27017,1.328877,1.267325,1.23828,1.296411,0.8800079,0.4362896
32,vdhap_in,21.68277,19.40543,19.0098,19.30754,19.43325,19.23042,19.00243,19.24154,19.35528,19.12811,20.87339,23.52911
33,vgap_in,21.68277,19.40543,19.0098,19.30754,19.43325,19.23042,19.00243,19.24154,19.35528,19.12811,20.87339,23.52911
34,vpga_in,21.68277,19.40543,19.0098,19.30754,19.43325,19.23042,19.00243,19.24154,19.35528,19.12811,20.87339,23.52911
35,vpga_use,0.004516657,0.01127223,0.01246916,0.01064703,0.01000597,0.01106134,0.01255088,0.01100087,0.01039813,0.01231336,0.00639771,0.001917002
36,Vbf1,80.06296,146.5348,176.3977,187.456,189.4612,185.9821,174.9495,186.2005,188.28,160.2027,99.43094,47.18083
37,Vbf2,80.06296,146.5348,176.3977,187.4559,189.4612,185.9821,174.9495,186.2005,188.28,160.2025,99.43094,47.18083
38,Vbf3,80.06296,146.5348,176.3977,187.4559,189.4612,185.9821,174.9495,186.2005,188.28,160.2025,99.43094,47.18083
39,Vbf4,80.06296,146.5348,176.3977,187.4559,189.4612,185.9821,174.9495,186.2005,188.28,160.2025,99.43094,47.18083
40,Vbf5,30.61856,55.57987,66.66384,70.57296,71.28607,70.05127,66.11051,70.13303,70.87662,60.68076,37.89536,18.19399
41,Vbf6,49.44441,90.95492,109.7338,116.883,118.1752,115.9309,108.839,116.0674,117.4034,99.52172,61.53559,28.98684
42,Vbf7,49.44441,90.95492,109.7338,116.883,118.1752,115.9309,108.839,116.0669,117.4034,99.52296,61.53571,28.98684
43,Vbf8,80.06296,146.5348,176.3977,187.4559,189.4612,185.9821,174.9495,186.2005,188.28,160.2025,99.43094,47.18083
44,Vbf9,80.06299,146.5348,176.3977,187.456,189.4612,185.9821,174.9495,186.2005,188.2799,160.202,99.43096,47.18083
45,Vbf10,80.06278,146.5348,176.3976,187.4561,189.4612,185.9821,174.9495,186.2006,188.2815,160.203,99.43162,47.18083
46,Vbf11,47.5028,86.74449,104.3182,110.742,111.9087,109.8856,103.4592,110.0144,111.226,94.79968,58.93833,28.05786
47,Vqi,98.88882,181.9098,219.4676,233.766,236.3503,231.8617,217.678,232.1349,234.8068,199.0434,123.0712,57.97367
48,Vipc,9622.938,17642.55,21279.45,22609.99,22857.41,22457.11,21087.87,22458.17,23045.75,19297.36,11956.02,5667.184
49,Vicp,9620.854,17638.49,21274.07,22603.73,22850.6,22451.1,21082.67,22452.1,23039.23,19292.79,11953.4,5665.995
50,Vinc,39.67404,77.30479,102.5055,119.3627,129.7494,114.4247,98.92969,115.6166,124.3006,87.01045,49.89053,22.64656
51,Vinp,43.85026,85.44213,113.2955,131.9272,143.4073,126.4694,109.3433,127.7868,137.3849,96.16945,55.14217,25.0304
52,Vdp,35.70422,70.26802,94.50808,111.418,122.1985,106.3152,90.86399,107.5695,116.3425,79.44346,44.98981,20.27066
53,Vdc,35.69649,70.25185,94.48418,111.3872,122.1621,106.2868,90.84161,107.5404,116.3095,79.42465,44.97995,20.2664
54,Vfp,6.062451,11.1148,13.40605,14.2443,14.40017,14.14798,13.28536,14.14864,14.51883,12.15734,7.532294,3.570326
55,Vfc,6.061138,11.11225,13.40266,14.24035,14.39588,14.14419,13.28208,14.14482,14.51472,12.15446,7.530644,3.569577
56,Vsfd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,VsATP,1.311349,1.405757,1.532635,1.688481,1.737593,1.657312,1.52081,1.661776,1.707413,1.44422,1.335336,1.259078
58,VgPQH2,417.8963,816.3809,161.8003,1103.693,620.5857,161.6462,516.8939,527.9598,126.1402,1078.559,258.688,211.0501
59,Vbf12,-5.031742e-08,-7.741943e-10,1.375568e-08,9.726986e-08,4.155837e-08,-2.448646e-08,2.420513e-09,-8.373772e-08,-2.819124e-06,-9.788231e-07,2.048541e-07,1.693948e-09
60,Vbf13,-1.349332e-08,-2.110795e-10,3.765952e-09,2.814738e-08,1.230303e-08,-7.028559e-09,6.749592e-10,-2.398594e-08,-8.217411e-07,-2.705108e-07,5.585087e-08,4.614484e-10
61,Vbf14,4.623149e-09,6.328648e-11,-7.929852e-10,-9.827804e-09,-4.177057e-09,2.452712e-09,-2.467694e-10,8.773661e-09,2.786444e-07,9.549847e-08,-2.547548e-08,-2.722125e-10
62,Vbf15,80.06296,146.5348,176.3977,187.4559,189.4612,185.9821,174.9495,186.2005,188.28,160.2025,99.43094,47.18083
63,Vbf16,80.06296,146.5348,176.3977,187.4559,189.4612,185.9821,174.9495,186.2005,188.2794,160.2025,99.43094,47.18083
64,vbfn2,30.61856,55.57987,66.66384,70.57296,71.28607,70.05127,66.11051,70.13303,70.87663,60.68076,37.89536,18.19399
65,VsNADPH,0.4500917,0.5407172,0.8778025,0.5946261,0.636305,0.9130349,0.6268992,0.6484175,1.040955,0.548864,0.5395007,0.3930434
66,vA_d,15.44142,33.33482,54.3614,66.05364,78.45552,65.15913,48.30885,63.56586,76.98433,39.04098,20.44716,8.402374
67,vA_f,0.5243798,1.054562,1.542242,1.688932,1.849077,1.734221,1.412661,1.672167,1.921434,1.194898,0.6846616,0.2959866
68,vA_U,4161.744,8369.543,12240.02,13404.23,14675.22,13763.66,11211.6,13271.16,15249.48,9483.321,5433.822,2349.1
69,vU_A,4102.644,8257.667,12101.98,13246.13,14510.03,13614.05,11074.14,13117.65,15093.2,9358.928,5360.558,2314.95
70,vU_f,0.5169332,1.040466,1.524849,1.669012,1.828263,1.71537,1.395342,1.652824,1.901743,1.179225,0.6754304,0.2916837
71,vU_d,13.62092,31.02932,45.40718,62.9557,73.33557,54.89372,44.19658,58.65118,63.83564,36.86703,17.32954,6.807549
72,v1,299.4443,928.8855,475.3233,1781.722,1229.534,517.9361,876.2945,1017.384,488.2072,1288.773,291.5786,116.4586
73,v_r1,238.2072,817.7257,341.9956,1640.576,1086.962,377.8336,744.0735,877.1202,346.4538,1167.408,215.7875,80.07065
74,vS1_S2,15.30928,27.78994,33.33192,35.28648,35.64304,35.02564,33.05525,35.06653,35.43834,30.3404,18.94767,9.096995
75,vS2_S3,15.30928,27.78994,33.33192,35.28648,35.64304,35.02564,33.05525,35.06653,35.43834,30.3404,18.94767,9.096995
76,vS3_S0,15.30928,27.78994,33.33192,35.28648,35.64304,35.02564,33.05525,35.06653,35.43834,30.3404,18.94767,9.096995
77,vS0_S1,15.30928,27.78994,33.33192,35.28648,35.64304,35.02564,33.05525,35.06653,35.43834,30.3404,18.94767,9.096995
78,vz_1,1.369433,4.397291,1.944989,8.52285,5.715885,2.128101,3.993067,4.657957,1.969473,6.177867,1.261254,0.4933517
79,v1z_1,0.3423583,1.099323,0.4862472,2.130712,1.428971,0.5320252,0.9982668,1.164489,0.4923683,1.544467,0.3153134,0.1233379
80,v2z_1,0.3423583,1.099323,0.4862472,2.130712,1.428971,0.5320252,0.9982668,1.164489,0.4923683,1.544467,0.3153134,0.1233379
81,v3z_1,0.3423583,1.099323,0.4862472,2.130712,1.428971,0.5320252,0.9982668,1.164489,0.4923683,1.544467,0.3153134,0.1233379
82,v0z_1,0.3423583,1.099323,0.4862472,2.130712,1.428971,0.5320252,0.9982668,1.164489,0.4923683,1.544467,0.3153134,0.1233379
83,vz_2,59.86768,106.7625,131.3827,132.6231,136.8563,137.9744,128.2279,135.6082,139.7839,115.1837,74.52945,35.89463
84,v1z_2,14.96692,26.69061,32.84567,33.15577,34.21406,34.49361,32.05699,33.90204,34.94597,28.79593,18.63236,8.973657
85,v2z_2,14.96692,26.69061,32.84567,33.15577,34.21406,34.49361,32.05699,33.90204,34.94597,28.79593,18.63236,8.973657
86,v3z_2,14.96692,26.69061,32.84567,33.15577,34.21406,34.49361,32.05699,33.90204,34.94597,28.79593,18.63236,8.973657
87,v0z_2,14.96692,26.69061,32.84567,33.15577,34.21406,34.49361,32.05699,33.90204,34.94597,28.79593,18.63236,8.973657
88,v1z,15.30928,27.78994,33.33192,35.28648,35.64304,35.02564,33.05525,35.06653,35.43834,30.3404,18.94767,9.096995
89,v2z,15.30928,27.78994,33.33192,35.28648,35.64304,35.02564,33.05525,35.06653,35.43834,30.3404,18.94767,9.096995
90,v3z,15.30928,27.78994,33.33192,35.28648,35.64304,35.02564,33.05525,35.06653,35.43834,30.3404,18.94767,9.096995
91,v0z,15.30928,27.78994,33.33192,35.28648,35.64304,35.02564,33.05525,35.06653,35.43834,30.3404,18.94767,9.096995
92,vAB1,31.2711,56.09209,70.00605,70.95198,71.94135,73.31846,66.98981,70.95744,75.19189,61.08248,39.2602,19.20446
93,vBA1,0.6525456,0.5122176,3.342218,0.3790166,0.6552789,3.267185,0.8793015,0.824385,4.315274,0.4017383,1.364836,1.010471
94,vAB2,46.02887,63.11087,196.9673,74.96069,83.6731,200.9672,84.84799,87.66761,257.3141,65.37358,79.62496,49.35523
95,vBA2,15.41031,7.531001,130.3034,4.387728,12.38702,130.916,18.73748,17.53455,186.4375,4.692836,41.72959,31.16124
96,v3,3.219956,3.074083,10.54157,2.421353,3.843605,10.58103,4.842646,4.628768,11.75863,2.53075,5.397473,3.288291
97,v_r3,0.08446756,0.061869,0.3476212,0.04129048,0.0810725,0.343024,0.1114177,0.1039173,0.4094954,0.04486783,0.1629604,0.1114347
98,v3_n,28.15614,53.6297,58.1069,69.40582,68.94032,61.52818,62.74776,67.04699,61.33828,59.26163,33.54265,15.45675
99,v_r3_n,0.6730763,1.062042,1.637006,1.212911,1.416767,1.714918,1.368484,1.439108,1.810803,1.065986,0.8817156,0.4396131
100,v_pq_ox,2690.489,2366.738,2922.972,2136.852,2461.67,2923.749,2553.53,2535.16,3010.303,2181.448,2807.282,2861.4
101,Ic,16.43449,32.02257,42.46165,49.44454,53.74714,47.39905,40.98043,47.89279,51.49004,36.04303,20.66655,9.381062
102,Ia,75.06565,146.2653,193.9465,225.8413,245.4937,216.4984,187.1809,218.7536,235.1842,164.629,94.39586,42.84863
103,v2_1,59.88176,106.7885,131.5522,132.6553,136.9129,138.1638,128.2851,135.6707,140.0288,115.2093,74.56331,35.90356
104,v2_2,1132.277,1138.554,5923.075,1116.825,1891.314,6272.414,2051.223,2146.329,7997.958,973.7566,2155.511,1217.553
